_id,INTERVENTION_TYPE,LICENCE_NUMBER,OPERATOR_NAME,BUSINESS_ADDRESS,PROPOSED_STREET_LOCATION,WARD_NAME,BIA_NAME,STREET_NAME_SHORTENED,MUNICIPAL_ADDRESS,CATEGORY,CONDITIONS,geometry
391,Sidewalk Caf̩,R57-5311262,COLD BUBBLE TEA,1186 QUEEN ST W,None,DAVENPORT,None,QUEEN ST W,1186 QUEEN ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.42622484, 43.6429348457192]], ""type"": ""MultiPoint""}"
392,Sidewalk Caf̩,R57-5322069,PARQUET,97 HARBORD ST,None,UNIVERSITY-ROSEDALE,None,HARBORD ST,97 HARBORD ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.40361283, 43.66251771]], ""type"": ""MultiPoint""}"
393,Sidewalk Caf̩,R57-5327303,BAR SUGO,1279 BLOOR ST W,None,DAVENPORT,None,BLOOR ST W,1279 BLOOR ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.44227437, 43.6583133960849]], ""type"": ""MultiPoint""}"
394,Sidewalk Caf̩,R57-5321805,UNCLE TONY'S,38 WELLINGTON ST E,None,TORONTO CENTRE,None,WELLINGTON ST E,38 WELLINGTON ST E,SIDEWALK CAFE,None,"{""coordinates"": [[-79.37506386, 43.6485118514785]], ""type"": ""MultiPoint""}"
395,Sidewalk Caf̩,R57-5329226,CAFE LANDWER,"31 BLOOR ST E, #101",None,UNIVERSITY-ROSEDALE,None,BLOOR ST E,31 BLOOR ST E,SIDEWALK CAFE,None,"{""coordinates"": [[-79.38564909, 43.6702158054161]], ""type"": ""MultiPoint""}"
396,Sidewalk Caf̩,R57-5318624,AU PAIN DORE,81 FRONT ST E,None,TORONTO CENTRE,None,FRONT ST E,81 FRONT ST E,SIDEWALK CAFE,None,"{""coordinates"": [[-79.37264699, 43.64871931]], ""type"": ""MultiPoint""}"
397,Sidewalk Caf̩,R57-5319721,CHANDELIER FINE DINE,1993 YONGE ST,None,TORONTO-ST. PAUL'S,None,YONGE ST,1993 YONGE ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.39679925, 43.70058244]], ""type"": ""MultiPoint""}"
398,Sidewalk Caf̩,R57-5321080,SUKHOTHAI,52A WELLINGTON ST E,None,TORONTO CENTRE,None,WELLINGTON ST E,52A WELLINGTON ST E,SIDEWALK CAFE,None,"{""coordinates"": [[-79.37448153, 43.6487104407359]], ""type"": ""MultiPoint""}"
399,Sidewalk Caf̩,R57-5332656,BELVEDERE BAR & GRILL,1312 ST CLAIR AVE W,None,DAVENPORT,None,ST CLAIR AVE W,1312 ST CLAIR AVE W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.44855036, 43.6769384065389]], ""type"": ""MultiPoint""}"
400,Sidewalk Caf̩,R57-5320959,FLATIRON & FIRKIN,"49 WELLINGTON ST E, BSMT",None,TORONTO CENTRE,None,WELLINGTON ST E,49 WELLINGTON ST E,SIDEWALK CAFE,None,"{""coordinates"": [[-79.37433068, 43.6483598879405]], ""type"": ""MultiPoint""}"
401,Sidewalk Caf̩,R57-5330294,MENAMI RESTAURANT,5469 YONGE ST,None,WILLOWDALE,None,YONGE ST,5469 YONGE ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.41478316, 43.7778391149311]], ""type"": ""MultiPoint""}"
402,Sidewalk Caf̩,R57-5323803,ALOETTE RESTAURANT,441 QUEEN ST W,None,SPADINA-FORT YORK,None,QUEEN ST W,441 QUEEN ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.39600285, 43.6485684815322]], ""type"": ""MultiPoint""}"
403,Sidewalk Caf̩,R57-5323002,PIZZERIA DEFINA,"1485 DUPONT ST, #100",None,DAVENPORT,None,DUPONT ST,1485 DUPONT ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.45019057, 43.66579933]], ""type"": ""MultiPoint""}"
404,Sidewalk Caf̩,R57-5326725,URBAN HAKKA,3305 YONGE ST,None,DON VALLEY WEST,None,YONGE ST,3305 YONGE ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.40322729, 43.7302313427404]], ""type"": ""MultiPoint""}"
405,Sidewalk Caf̩,R57-5336540,MAMAKAS TAVERNA,80 OSSINGTON AVE,None,SPADINA-FORT YORK,None,OSSINGTON AVE,80 OSSINGTON AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.41989859, 43.6459601071599]], ""type"": ""MultiPoint""}"
406,Sidewalk Caf̩,R57-5330406,MELROSE ON ADELAIDE,"270 ADELAIDE ST W, #300 FL2",None,SPADINA-FORT YORK,None,ADELAIDE ST W,270 ADELAIDE ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.38991937, 43.6481473723574]], ""type"": ""MultiPoint""}"
407,Sidewalk Caf̩,R57-5327933,SUGO,1281 BLOOR ST W,None,DAVENPORT,None,BLOOR ST W,1281 BLOOR ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.44230528, 43.6582543988446]], ""type"": ""MultiPoint""}"
408,Sidewalk Caf̩,R57-5328320,EAST END VINE,817 GERRARD ST E,None,TORONTO-DANFORTH,None,GERRARD ST E,817 GERRARD ST E,SIDEWALK CAFE,None,"{""coordinates"": [[-79.34467445, 43.6670297172276]], ""type"": ""MultiPoint""}"
409,Sidewalk Caf̩,R57-5323781,FLAME FOOD+DESIGN,2197 BLOOR ST W,None,PARKDALE-HIGH PARK,None,BLOOR ST W,2197 BLOOR ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.47511936, 43.6511475654063]], ""type"": ""MultiPoint""}"
410,Sidewalk Caf̩,R57-5333372,PLAYA CABANA WELLINGTON,36 WELLINGTON ST E,None,TORONTO CENTRE,None,WELLINGTON ST E,36 WELLINGTON ST E,SIDEWALK CAFE,None,"{""coordinates"": [[-79.37514963, 43.6484921691927]], ""type"": ""MultiPoint""}"
411,Sidewalk Caf̩,R57-5342673,LEE ON RICHMOND,"505 RICHMOND ST W, #119",None,SPADINA-FORT YORK,None,RICHMOND ST W,505 RICHMOND ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.39968554, 43.6471158197539]], ""type"": ""MultiPoint""}"
412,Sidewalk Caf̩,R57-5328259,TZATZIKI MACCHIATO,873 PAPE AVE,None,TORONTO-DANFORTH,None,PAPE AVE,873 PAPE AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.34642843, 43.6837564229944]], ""type"": ""MultiPoint""}"
413,Sidewalk Caf̩,R57-5313738,REGINA PIZZERIA & TRATTORIA,782 COLLEGE ST,None,UNIVERSITY-ROSEDALE,None,COLLEGE ST,782 COLLEGE ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.4209266, 43.6549232977851]], ""type"": ""MultiPoint""}"
414,Sidewalk Caf̩,R57-5343851,MARU JAPANESE BISTRO,"1402 QUEEN ST E, B",None,TORONTO-DANFORTH,None,QUEEN ST E,1402 QUEEN ST E,SIDEWALK CAFE,None,"{""coordinates"": [[-79.32428622, 43.6648681217432]], ""type"": ""MultiPoint""}"
415,Sidewalk Caf̩,R57-5329991,PETROS'82,299 ADELAIDE ST W,None,SPADINA-FORT YORK,None,ADELAIDE ST W,299 ADELAIDE ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.39093853, 43.6475371655649]], ""type"": ""MultiPoint""}"
416,Sidewalk Caf̩,R57-5332346,LEELA INDIAN FOOD BAR,"1386 GERRARD ST E, #101",None,TORONTO-DANFORTH,None,GERRARD ST E,1386 GERRARD ST E,SIDEWALK CAFE,None,"{""coordinates"": [[-79.32437473, 43.6719634937123]], ""type"": ""MultiPoint""}"
417,Sidewalk Caf̩,R57-5334905,DOC'S,3106 DUNDAS ST W,None,PARKDALE-HIGH PARK,None,DUNDAS ST W,3106 DUNDAS ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.47343011, 43.6656562790204]], ""type"": ""MultiPoint""}"
418,Sidewalk Caf̩,R57-5343725,RAMONA'S KITCHEN,1608 BAYVIEW AVE,None,DON VALLEY WEST,None,BAYVIEW AVE,1608 BAYVIEW AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.37560366, 43.7061644936748]], ""type"": ""MultiPoint""}"
419,Sidewalk Caf̩,R57-5348174,BUK CHANG DONG SOON TOFU,691 BLOOR ST W,None,UNIVERSITY-ROSEDALE,None,BLOOR ST W,691 BLOOR ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.41697062, 43.6636273876531]], ""type"": ""MultiPoint""}"
420,Sidewalk Caf̩,R57-5322351,TORONTO STYLE,1546-1548 BLOOR ST W,None,PARKDALE-HIGH PARK,None,BLOOR ST W,1546-1548 BLOOR ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.45316367, 43.6563285197729]], ""type"": ""MultiPoint""}"
421,Sidewalk Caf̩,R57-5348146,POURBOY MANNING,666 MANNING AVE,None,UNIVERSITY-ROSEDALE,None,MANNING AVE,666 MANNING AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.4162481, 43.6643425030623]], ""type"": ""MultiPoint""}"
422,Sidewalk Caf̩,R57-5348759,THE LOBBY BY HEAPS ESTRIN,1120 YONGE ST,None,UNIVERSITY-ROSEDALE,None,YONGE ST,1120 YONGE ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.39062605, 43.6789621658096]], ""type"": ""MultiPoint""}"
423,Sidewalk Caf̩,R57-5347239,FRESH,348 DANFORTH AVE,None,TORONTO-DANFORTH,None,DANFORTH AVE,348 DANFORTH AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.3528292, 43.6775846142269]], ""type"": ""MultiPoint""}"
424,Sidewalk Caf̩,R57-5316220,SORREL,1158 YONGE ST,None,UNIVERSITY-ROSEDALE,None,YONGE ST,1158 YONGE ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.39117497, 43.6802280314744]], ""type"": ""MultiPoint""}"
425,Sidewalk Caf̩,R57-5323974,STUDIO CHARM,621B THE QUEENSWAY,None,ETOBICOKE-LAKESHORE,None,THE QUEENSWAY,621B THE QUEENSWAY,SIDEWALK CAFE,None,"{""coordinates"": [[-79.49605642, 43.6276250297908]], ""type"": ""MultiPoint""}"
426,Sidewalk Caf̩,R57-5319597,BAR POET,1090 QUEEN ST W,None,SPADINA-FORT YORK,None,QUEEN ST W,1090 QUEEN ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.42231584, 43.6437355206253]], ""type"": ""MultiPoint""}"
427,Sidewalk Caf̩,R57-5336545,RED ROOM TEAHOUSE,444 SPADINA AVE,None,UNIVERSITY-ROSEDALE,None,SPADINA AVE,444 SPADINA AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.40002069, 43.6570898069694]], ""type"": ""MultiPoint""}"
428,Sidewalk Caf̩,R57-5325097,MORNING STAR RESTAURANT BAR AND GRILL,310 GEARY AVE,None,DAVENPORT,None,GEARY AVE,310 GEARY AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.4422363, 43.6692251521637]], ""type"": ""MultiPoint""}"
429,Sidewalk Caf̩,R57-5341068,FONDA BALAM,802 DUNDAS ST W,None,UNIVERSITY-ROSEDALE,None,DUNDAS ST W,802 DUNDAS ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.40869573, 43.6519079823181]], ""type"": ""MultiPoint""}"
430,Sidewalk Caf̩,R57-5320941,SUNSHINE VILLAGE GRILL,2200 BLOOR ST W,None,PARKDALE-HIGH PARK,None,BLOOR ST W,2200 BLOOR ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.47557871, 43.6515438503081]], ""type"": ""MultiPoint""}"
431,Sidewalk Caf̩,R57-5335243,BAR KOUKLA,88 OSSINGTON AVE,None,SPADINA-FORT YORK,None,OSSINGTON AVE,88 OSSINGTON AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.41977376, 43.6461149511636]], ""type"": ""MultiPoint""}"
432,Sidewalk Caf̩,R57-5347741,RACHEL'S COFFEEHOUSE,2011 YONGE ST,None,TORONTO-ST. PAUL'S,None,YONGE ST,2011 YONGE ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.39681013, 43.7010395122641]], ""type"": ""MultiPoint""}"
433,Sidewalk Caf̩,R57-5355213,EL GRECO,160 FLOYD AVE,None,TORONTO-DANFORTH,None,FLOYD AVE,160 FLOYD AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.34848109, 43.6875773804069]], ""type"": ""MultiPoint""}"
434,Sidewalk Caf̩,R57-5345232,MABEL'S BAKERY,2755 DUNDAS ST W,None,PARKDALE-HIGH PARK,None,DUNDAS ST W,2755 DUNDAS ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.46131429, 43.6650628821957]], ""type"": ""MultiPoint""}"
435,Sidewalk Caf̩,R57-5333528,PEPPER'S FOOD AND DRINK,189 WALLACE AVE,None,DAVENPORT,None,WALLACE AVE,189 WALLACE AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.44460432, 43.6621810318584]], ""type"": ""MultiPoint""}"
436,Sidewalk Caf̩,R57-5342151,RIMINI RIMINI,453 EGLINTON AVE W,None,TORONTO-ST. PAUL'S,None,EGLINTON AVE W,453 EGLINTON AVE W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.41218301, 43.70355693]], ""type"": ""MultiPoint""}"
437,Sidewalk Caf̩,R57-5336539,CALOURA BAR & GRILL,"468 ROGERS RD, FL1",None,YORK SOUTH-WESTON,None,ROGERS RD,468 ROGERS RD,SIDEWALK CAFE,None,"{""coordinates"": [[-79.46677965, 43.682226175294]], ""type"": ""MultiPoint""}"
438,Sidewalk Caf̩,R57-5349196,SLAYER BURGER,2013 YONGE ST,None,TORONTO-ST. PAUL'S,None,YONGE ST,2013 YONGE ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.3968502, 43.7010768677414]], ""type"": ""MultiPoint""}"
439,Sidewalk Caf̩,R57-5325078,AAA BAR,138 ADELAIDE ST E,None,TORONTO CENTRE,None,ADELAIDE ST E,138 ADELAIDE ST E,SIDEWALK CAFE,None,"{""coordinates"": [[-79.37276452, 43.651775720131]], ""type"": ""MultiPoint""}"
440,Sidewalk Caf̩,R57-5323814,ZEZAFOUN SYRIAN CUISINE,4 MANOR RD E,None,TORONTO-ST. PAUL'S,None,MANOR RD E,4 MANOR RD E,SIDEWALK CAFE,None,"{""coordinates"": [[-79.39716359, 43.7026653358205]], ""type"": ""MultiPoint""}"
441,Sidewalk Caf̩,R57-5320596,THE BULL BBQ PIT ON DUNDAS,2790 DUNDAS ST W,None,PARKDALE-HIGH PARK,None,DUNDAS ST W,2790 DUNDAS ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.46247806, 43.66557964]], ""type"": ""MultiPoint""}"
442,Sidewalk Caf̩,R57-5342130,THE CHASE,10 TEMPERANCE ST,None,TORONTO CENTRE,None,TEMPERANCE ST,10 TEMPERANCE ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.37933089, 43.6510655397963]], ""type"": ""MultiPoint""}"
443,Sidewalk Caf̩,R57-5344290,CHEF MUSTAFA,516 DANFORTH AVE,None,TORONTO-DANFORTH,None,DANFORTH AVE,516 DANFORTH AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.3487113, 43.6784132733596]], ""type"": ""MultiPoint""}"
444,Sidewalk Caf̩,R57-5348121,MEATY EATS,2288 BLOOR ST W,None,PARKDALE-HIGH PARK,None,BLOOR ST W,2288 BLOOR ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.47876941, 43.6508979647339]], ""type"": ""MultiPoint""}"
445,Sidewalk Caf̩,R57-5322050,JAPAS,692 BLOOR ST W,None,UNIVERSITY-ROSEDALE,None,BLOOR ST W,692 BLOOR ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.41743325, 43.6639772447612]], ""type"": ""MultiPoint""}"
446,Sidewalk Caf̩,R57-5348481,TOWN WINGS,258 LANSDOWNE AVE,None,DAVENPORT,None,LANSDOWNE AVE,258 LANSDOWNE AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.44036594, 43.6512578932006]], ""type"": ""MultiPoint""}"
447,Sidewalk Caf̩,R57-5336626,CHEN CHEN'S NASHVILLE HOT CHICKEN,1176 QUEEN ST W,None,DAVENPORT,None,QUEEN ST W,1176 QUEEN ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.42580112, 43.6430158268792]], ""type"": ""MultiPoint""}"
448,Sidewalk Caf̩,R57-5346019,QUEEN OF PERSIA,"672 ST CLAIR AVE W, A",None,TORONTO-ST. PAUL'S,None,ST CLAIR AVE W,672 ST CLAIR AVE W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.42545425, 43.6820268402718]], ""type"": ""MultiPoint""}"
449,Sidewalk Caf̩,R57-5323599,THE HIDEOUT ON THE BEACH,2282 QUEEN ST E,None,BEACHES-EAST YORK,None,QUEEN ST E,2282 QUEEN ST E,SIDEWALK CAFE,None,"{""coordinates"": [[-79.28495138, 43.6733479678871]], ""type"": ""MultiPoint""}"
450,Sidewalk Caf̩,R57-5312808,PENNIES BAR,127 STRACHAN AVE,None,SPADINA-FORT YORK,None,STRACHAN AVE,127 STRACHAN AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.41212849, 43.6432804876444]], ""type"": ""MultiPoint""}"
451,Sidewalk Caf̩,R57-5341932,ASTORIA,"1089 QUEEN ST W, GRD FL",None,SPADINA-FORT YORK,None,QUEEN ST W,1089 QUEEN ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.42210703, 43.6432879203444]], ""type"": ""MultiPoint""}"
452,Sidewalk Caf̩,R57-5363498,RENAISSANCE PIZZA,809 DUNDAS ST W,None,SPADINA-FORT YORK,None,DUNDAS ST W,809 DUNDAS ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.40823545, 43.6516336034014]], ""type"": ""MultiPoint""}"
453,Sidewalk Caf̩,R57-5343017,CONSTANTINE,15 CHARLES ST E,None,TORONTO CENTRE,None,CHARLES ST E,15 CHARLES ST E,SIDEWALK CAFE,None,"{""coordinates"": [[-79.38541007, 43.6685837598897]], ""type"": ""MultiPoint""}"
454,Sidewalk Caf̩,R57-5335241,LE CONCILIABULE LAB,350 BERKELEY ST,None,TORONTO CENTRE,None,BERKELEY ST,350 BERKELEY ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.36855627, 43.6616711387344]], ""type"": ""MultiPoint""}"
455,Sidewalk Caf̩,R57-5317016,T SPACCIO,22 SACKVILLE ST,None,TORONTO CENTRE,None,SACKVILLE ST,22 SACKVILLE ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.36007471, 43.6538836635452]], ""type"": ""MultiPoint""}"
456,Sidewalk Caf̩,R57-5363955,SIBEL,1997 AVENUE RD,None,EGLINTON-LAWRENCE,None,AVENUE RD,1997 AVENUE RD,SIDEWALK CAFE,None,"{""coordinates"": [[-79.4195089, 43.7349759149023]], ""type"": ""MultiPoint""}"
457,Sidewalk Caf̩,R57-5373609,CREAZY WRAP,98 BOND ST,None,TORONTO CENTRE,None,BOND ST,98 BOND ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.37863188, 43.6565123747996]], ""type"": ""MultiPoint""}"
458,Sidewalk Caf̩,R57-5341529,1 HOTEL LOBBY BAR/1 HOTEL TORONTO/1 KITCHEN/CASA MADERA/,550 WELLINGTON ST W,None,SPADINA-FORT YORK,None,WELLINGTON ST W,550 WELLINGTON ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.4011057, 43.6430641637473]], ""type"": ""MultiPoint""}"
459,Sidewalk Caf̩,R57-5404592,JIMMA COFFEE,"1303 DANFORTH AVE, F",None,TORONTO-DANFORTH,None,DANFORTH AVE,1303 DANFORTH AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.32972516, 43.6818105688687]], ""type"": ""MultiPoint""}"
460,Sidewalk Caf̩,R57-5411874,PURPLE PENGUIN CAFE,889 QUEEN ST E,None,TORONTO-DANFORTH,None,QUEEN ST E,889 QUEEN ST E,SIDEWALK CAFE,None,"{""coordinates"": [[-79.34229769, 43.6604359439624]], ""type"": ""MultiPoint""}"
461,Sidewalk Caf̩,R57-5405398,OVERPRESSURE CLUB,815 BLOOR ST W,None,UNIVERSITY-ROSEDALE,None,BLOOR ST W,815 BLOOR ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.42208216, 43.6624801916213]], ""type"": ""MultiPoint""}"
462,Sidewalk Caf̩,R57-5406600,TRIO RISTORANTE PIZZERIA,3239 YONGE ST,None,DON VALLEY WEST,None,YONGE ST,3239 YONGE ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.40279651, 43.7288982092696]], ""type"": ""MultiPoint""}"
463,Sidewalk Caf̩,R57-5379165,WHILE HEARTS CAFE,509 BLOOR ST W,None,UNIVERSITY-ROSEDALE,None,BLOOR ST W,509 BLOOR ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.408386, 43.6654609]], ""type"": ""MultiPoint""}"
464,Sidewalk Caf̩,R57-5412058,FRAN'S RESTAURANT,20 COLLEGE ST,None,TORONTO CENTRE,None,COLLEGE ST,20 COLLEGE ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.38405132, 43.6614459945413]], ""type"": ""MultiPoint""}"
465,Sidewalk Caf̩,R57-5403253,LIGHT CAFE,23 BALDWIN ST,None,UNIVERSITY-ROSEDALE,None,BALDWIN ST,23 BALDWIN ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.39304418, 43.6559353971227]], ""type"": ""MultiPoint""}"
466,Sidewalk Caf̩,R57-5414334,COMPLETO,1148 QUEEN ST E,None,TORONTO-DANFORTH,None,QUEEN ST E,1148 QUEEN ST E,SIDEWALK CAFE,None,"{""coordinates"": [[-79.33399104, 43.662633165941]], ""type"": ""MultiPoint""}"
467,Sidewalk Caf̩,R57-5403681,BUVETTE PACEY,141 BERKELEY ST,None,TORONTO CENTRE,None,BERKELEY ST,141 BERKELEY ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.36540731, 43.654977420985]], ""type"": ""MultiPoint""}"
468,Sidewalk Caf̩,R57-5411373,LIU LOQUM ATELIER,533 COLLEGE ST,None,UNIVERSITY-ROSEDALE,None,COLLEGE ST,533 COLLEGE ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.41104054, 43.6554917134884]], ""type"": ""MultiPoint""}"
469,Sidewalk Caf̩,R57-5341530,PAPE VILLAGE ORIGINAL GREEK RESTAURANT,942 PAPE AVE,None,TORONTO-DANFORTH,None,PAPE AVE,942 PAPE AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.34812354, 43.6867001701097]], ""type"": ""MultiPoint""}"
470,Sidewalk Caf̩,R57-5418024,LUCIA,1595 DUPONT ST,None,DAVENPORT,None,DUPONT ST,1595 DUPONT ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.45421932, 43.6649358894512]], ""type"": ""MultiPoint""}"
471,Sidewalk Caf̩,R57-5409192,GB HAND-PULLED NOODLES,66 EDWARD ST,None,UNIVERSITY-ROSEDALE,None,EDWARD ST,66 EDWARD ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.38388574, 43.656688578745]], ""type"": ""MultiPoint""}"
472,Sidewalk Caf̩,R57-5415387,JAYNE'S GOURMET CATERING,3104 DUNDAS ST W,None,PARKDALE-HIGH PARK,None,DUNDAS ST W,3104 DUNDAS ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.47316277, 43.6657659878755]], ""type"": ""MultiPoint""}"
473,Sidewalk Caf̩,R57-5414561,THE WREN,1382 DANFORTH AVE,None,TORONTO-DANFORTH,None,DANFORTH AVE,1382 DANFORTH AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.32813241, 43.6826567026319]], ""type"": ""MultiPoint""}"
474,Sidewalk Caf̩,R57-5419834,BLACK BEAR PUB,1125 O'CONNOR DR,None,BEACHES-EAST YORK,None,O'CONNOR DR,1125 O'CONNOR DR,SIDEWALK CAFE,None,"{""coordinates"": [[-79.30837136, 43.7108425675266]], ""type"": ""MultiPoint""}"
475,Sidewalk Caf̩,R57-5426979,JUNCTION GRILL,390 PACIFIC AVE,None,PARKDALE-HIGH PARK,None,PACIFIC AVE,390 PACIFIC AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.46874157, 43.6651519183385]], ""type"": ""MultiPoint""}"
476,Sidewalk Caf̩,R57-5408314,ATHENS BAR,707 DANFORTH AVE,None,TORONTO-DANFORTH,None,DANFORTH AVE,707 DANFORTH AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.34344951, 43.67896354]], ""type"": ""MultiPoint""}"
477,Sidewalk Caf̩,R57-5420144,AROMA ESPRESSO BAR,2040 AVENUE RD,None,EGLINTON-LAWRENCE,None,AVENUE RD,2040 AVENUE RD,SIDEWALK CAFE,None,"{""coordinates"": [[-79.4204845, 43.7360006222756]], ""type"": ""MultiPoint""}"
478,Sidewalk Caf̩,R57-5425354,THE DORSET,455 WELLINGTON ST W,None,SPADINA-FORT YORK,None,WELLINGTON ST W,455 WELLINGTON ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.39717121, 43.6431519392607]], ""type"": ""MultiPoint""}"
479,Sidewalk Caf̩,R57-5424983,BRIDGETTE BAR,423 WELLINGTON ST W,None,SPADINA-FORT YORK,None,WELLINGTON ST W,423 WELLINGTON ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.39559685, 43.6434826898895]], ""type"": ""MultiPoint""}"
480,Sidewalk Caf̩,R57-5420142,SIMPL THINGS,269 DUNN AVE,None,PARKDALE-HIGH PARK,None,DUNN AVE,269 DUNN AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.43431666, 43.640921781334]], ""type"": ""MultiPoint""}"
481,Sidewalk Caf̩,R57-5423794,AMBASSADOR PIZZA CO,946 BLOOR ST W,None,DAVENPORT,None,BLOOR ST W,946 BLOOR ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.42823414, 43.6616043651462]], ""type"": ""MultiPoint""}"
482,Sidewalk Caf̩,R57-5415203,SIDEBAR,161 DANFORTH AVE,None,TORONTO-DANFORTH,None,DANFORTH AVE,161 DANFORTH AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.3568955, 43.67643199]], ""type"": ""MultiPoint""}"
483,Sidewalk Caf̩,R57-5423174,BREAKWALL BBQ,1910 QUEEN ST E,None,BEACHES-EAST YORK,None,QUEEN ST E,1910 QUEEN ST E,SIDEWALK CAFE,None,"{""coordinates"": [[-79.30450467, 43.6692794389895]], ""type"": ""MultiPoint""}"
484,Sidewalk Caf̩,R57-5430768,LA PLUME/BONNE NUIT,"455 WELLINGTON ST W, UG02",None,SPADINA-FORT YORK,None,WELLINGTON ST W,455 WELLINGTON ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.39717121, 43.6431519392607]], ""type"": ""MultiPoint""}"
485,Sidewalk Caf̩,R57-5418009,BODEGA HENRIETTE,1801 GERRARD ST E,None,BEACHES-EAST YORK,None,GERRARD ST E,1801 GERRARD ST E,SIDEWALK CAFE,None,"{""coordinates"": [[-79.31474742, 43.6780185894218]], ""type"": ""MultiPoint""}"
486,Sidewalk Caf̩,R57-5420132,ZITTO ZITTO TAVERNA,41-43 CLINTON ST,None,UNIVERSITY-ROSEDALE,None,CLINTON ST,41-43 CLINTON ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.41360454, 43.6550128457579]], ""type"": ""MultiPoint""}"
